"author_name","university_name"
"Juhan Nam","Korea Advanced Institute of Science and Technology"
"Taegyu Jin","Korea Advanced Institute of Science and Technology"
"Juho Kim","Korea Advanced Institute of Science and Technology"
"Tae Soo Kim","Korea Advanced Institute of Science and Technology"
"Meeyung Chung","Korea Advanced Institute of Science and Technology"
"Seung-Jun Lee","Korea Advanced Institute of Science and Technology"
"Seok-Hyung Bae","Korea Advanced Institute of Science and Technology"
"Myeongseong Kim","Korea Advanced Institute of Science and Technology"
"Benjamin L’Huillier","Korea Astronomy & Space Science Institute"
"Jeong-min Yu","Korea National University of Cultural Heritage"
"Do-hyung Kwon","Korea National University of Cultural Heritage"
"Maryam Shakeri","Korea Position Technology"
"Jihay Park","Korea University"
"Jonghwa Shim","Korea University"
"Eenjun Hwang","Korea University"
"Hyeonwoo Kim","Korea University"
"Jieun Lee","Korea University"
"Raquel G. Wilner","Kristiania University College"
"Yann Seznec","KTH Royal Institute of Technology"
"Kelsey Cotton","KTH Royal Institute of Technology"
"Pedro Sanches","KTH Royal Institute of Technology"
"André Holzapfel","KTH Royal Institute of Technology"
"Pavel Karpashevich","KTH Royal Institute of Technology"
"Thelma Svenns","KTH Royal Institute of Technology"
"Emma Frid","KTH Royal Institute of Technology"
"Claudio Panariello","KTH Royal Institute of Technology"
"Anna-Kaisa Kaila","KTH Royal Institute of Technology"
"Petra Jääskeläinen","KTH Royal Institute of Technology"
"Nina Nokelainen","KTH Royal Institute of Technology"
"Fanny Curtsson","KTH Royal Institute of Technology"
"Jose ne Hölling","KTH Royal Institute of Technology"
"Maria Svahn","KTH Royal Institute of Technology"
"Andre Holzapfel","KTH Royal Institute of Technology"
"Niklas Valenti","KTH Royal Institute of Technology"
"Kristina Höök","KTH Royal Institute of Technology"
"Claudia Núñez-Pacheco","KTH Royal Institute of Technology"
"Derek Holzer","KTH Royal Institute of Technology"
"Marco Amerotti","KTH Royal Institute of Technology"
"Bob L. T. Sturm","KTH Royal Institute of Technology"
"Nadia Campo Woytuk","KTH Royal Institute of Technology"
"Bob L.T. Sturm","KTH Royal Institute of Technology"
"Lisa Andersson López","KTH Royal Institute of Technology"
"Vygandas “Vegas” Šimbelis","KTH Royal Institute of Technology"
"Vasiliki Tsaknaki","KTH Royal Institute of Technology"
"Charles Windlin","KTH Royal Institute of Technology"
"Bert Vandenberghe","KU Leuven"
"Georgia Panagiotidou","KU Leuven"
"Sinem Görücü","KU Leuven"
"Vincent Thornhill","KU Leuven"
"Andrew Vande Moere","KU Leuven"
"Toon Van Waterschoot","KU Leuven"
"Kathrin Gerling","KU Leuven"
"Luc Geurts","KU Leuven"
"Vero Vanden Abeele","KU Leuven"
"Steven Devleminck","KU Leuven"
"Sarah Grant","Kunsthochschule Kassel"
"Amy-Claire Huestis","Kwantlen Polytechnic University"
"Kateryna Pyvovarova","Kyiv National University of Culture and Arts"
"Iryna Ivashchenko","Kyiv National University of Culture and Arts"
"Yaroslav Lanchak","Kyiv National University of Culture and Arts"
"Tetiana Sovhyra","Kyiv National University of Culture and Arts"
"Tetiana Boiko","Kyiv National University of Culture and Arts"
"Ivan Gryshchenko","Kyiv National University of Technologies and Design"
"Yulia Biryukova","Kyiv National University of Technologies and Design"
"Olga Yezhova","Kyiv National University of Technologies and Design"
"Kalina Pashkevich","Kyiv National University of Technologies and Design"
"Maryna Tatarenko","Kyiv University of Culture"
"Kateryna Iudova-Romanova","Kyiv University of Culture"
"Yuliya Tsyvata","Kyiv University of Culture"
"Anatolii Tykhomyrov","Kyiv University of Culture"
"Viktoriia Strelchuk","Kyiv University of Culture"
"Marine Zorea","Kyoto Institute of Technology"
"Katsuhiko Kushi","Kyoto Institute of Technology"
"Takuro Oshima","Kyoto Seika University"
"Naoko Tosa","Kyoto University"
"Shigetaka Toba","Kyoto University"
"Ryohei Nakatsu","Kyoto University"
"Azusa Ito","Kyoto University"
"Yunian Pang","Kyoto University"
"Jin Woo Lee","Kyung Hee University"
"Gabrielle Decamous","Kyushu University"
"Nobuhiro Masuda","Kyushu University"
"Kazuhiro Jo","Kyushu University"
"Takumi Saeki","Kyushu University"
"Kiyu Nishida","Kyushu University"
"Aigerim Shunayeva","L.N. Gumilyov Eurasian National University"
"Pauline Charbonnier","Lab of the Archives nationales"
"Florence Clavaud","Lab of the Archives nationales"
"Etienne Armand Amato","Laboratoire DICEN-IDF"
"Véronique Caye","Laboratoire Victor Vérité"
"Yumeng Hou","Laboratory for Experimental Museology, EPFL"
"Jean-Marc Chomaz","LadHyX, CNRS-Ecole Polytechnique"
"Adrian Friday","Lancaster University"
"Miriam Sturdee","Lancaster University"
"Franziska Pilling","Lancaster University"
"Haider Ali Akmal","Lancaster University"
"Alan Marsden","Lancaster University"
"Patricia Murrieta-Flores","Lancaster University"
"Joseph Lindley","Lancaster University"
"Adrian Gradinar","Lancaster University"
"Paul Coulton","Lancaster University"
"Jesse Josua Benjamin","Lancaster University"
"Kobi Hartley","Lancaster University"
"Joseph G Lindley","Lancaster University"
"Alexandra Gormally-Sutton","Lancaster University"
"Kelly Widdicks","Lancaster University"
"Joe Finney","Lancaster University"
"Carolynne Lord","Lancaster University"
"Janine Morley","Lancaster University"
"Oliver Bates","Lancaster University"
"Shuai Zhang","Lanzhou University"
"Haiyu Wu","Lanzhou University"
"Qiang Qi","Lanzhou University"
"Wenwu Chen","Lanzhou University"
"Zhiqian Guo","Lanzhou University"
"Chong Wu","Lanzhou University"
"Joana Resende","LARSyS"
"Ana Rodrigues","LARSyS"
"Nuno N. Correia","LARSyS"
"Pedro Ângelo","LARSyS"
"Mónica Mendes","LARSyS"
"Steve Dixon","LASALLE College of the Arts"
"Dirk Johan Stromberg","LASALLE College of the Arts"
"Natacha Lamounier","LASALLE College of the Arts"
"Wolfgang Muench","LASALLE College of the Arts, University of the Arts Singapore"
"Yoni Collier","Leeds Beckett University"
"Jacob Thompson-Bell","Leeds Conservatoire"
"George K. Shortess","Lehigh University"
"Eugene Han","Lehigh University"
"Matthias Springstein","Leibniz Information Centre for Science and Technology"
"Christian Althaus","Leibniz Information Centre for Science and Technology"
"Ralph Ewerth","Leibniz Information Centre for Science and Technology"
"Ralph Ewerth","Leibniz University Hannover"
"Christian Althaus","Leibniz University Hannover"
"Edwin van der Heide","Leiden University"
"Budhaditya Chattopadhyay","Leiden University"
"Maarten H. Lamers","Leiden University"
"Dan Xu","Leiden University"
"Staas de Jong","Leiden University"
"Rob Saunders","Leiden University"
"Christian Pentzold","Leipzig University"
"Alexa Becker","Leipzig University"
"Benedikt Haupt","Leipzig University"
"Where Dogs Run","Leningradskaya oblast, Vsevolozhsky raion, p. Pavlovo, Bykova st. 21B, 188680, Russian Federation"
"Christoph Brunner","Leuphana University"
"Yvonne Förster","Leuphana University of Lüneburg"
"Maja-Lee Voigt","Leuphana Universität Lüneburg"
"Brian House","Lewis & Clark College"
"Jānis Garančs","Liepaja University"
"Eunhoo Kim","LINE Plus Corp."
"Fátima Chinita","Lisbon Polytechnic Institute"
"Aistė Laisvė Viršulytė","Lithuanian Interdisciplinary Artist’s Association"
"Caroline Wilkinson","Liverpool John Moores University"
"Javier Pereda","Liverpool John Moores University"
"Kathryn Smith","Liverpool John Moores University"
"Mark Ashmore","Liverpool John Moores University"
"Mark Roughley","Liverpool John Moores University"
"Elisabeth Pangratz","LMU Munich"
"Francesco Chiossi","LMU Munich"
"Maximilian Rauh","LMU Munich"
"Beat Rossmy","LMU Munich"
"Steeven Villa","LMU Munich"
"Alexander Wietho","LMU Munich"
"Sebastian Unger","LMU Munich"
"Sam Mejias","London School of Economics and Political Science"
"Daniel Barnard","London South Bank University"
"Graham Dunning","London South Bank University"
"Lozana Rossenova Mehandzhiyska","London South Bank University"
"Lise Jaillant","Loughborough University"
"Anna Makrzanowska","Loughborough University"
"Katherine Aske","Loughborough University"
"Courtney N. Reed","Loughborough University London"
"Nazlıhan Eda Erçin","Louisiana State University"
"Chase Mitchusson","Louisiana State University"
"William Thompson","Louisiana State University"
"Edgar Berdahl","Louisiana State University"
"Matthew Blessing","Louisiana State University"
"Andrew M Webb","Louisiana State University"
"Michael Blandino","Louisiana State University"
"Hayden Gemeinhardt","Louisiana State University"
"Naomi P. Bennett","Louisiana State University"
"Samira Awad","Louisiana State University"
"Kahei Cheng","Louisiana State University"
"Brendan Alexander Harmon","Louisiana State University"
"Hye Yeon Nam","Louisiana State University"
"Erin M Demastes","Louisiana State University"
"Dinko Bačić","Loyola University Chicago"
"Sandy Claes","LUCA School of Arts"
"Guillaume Slizewicz","LUCA School of Arts"
"Boris Debackere","LUCA School of Arts"
"Vincent Thornhill","LUCA School of Arts"
"Steven Devleminck","LUCA School of Arts"
"Thomas Fabian Eder","Ludwig-Maximilians-University, Munich"
"Ulf Otto","Ludwig-Maximilians-University, Munich"
"Stefanie Schneider","Ludwig-Maximilians-University, Munich"
"Michael Krone","Ludwig-Maximilians-University, Munich"
"Stefan Östersjö","Luleå University of Technology"
"Federico Visi","Luleå University of Technology"
"Mattias Petersson","Luleå University of Technology"
"Jesper Nordin","Luleå University of Technology"
"Robert Ek","Luleå University of Technology"
"Paola Derudas","Lund University"
"Andreas Svensson","Lund University"
"Adriana Sá","Lusófona University"
"Anna-Maija Nisula","LUT University"
"Kirsimarja Blomqvist","LUT University"
"Aino Kianto","LUT University"
"Ilona Toth","LUT University"
"Sanna Heinänen","LUT University"
"Paolo Belluco","LWT3"
"Andrew J. Corsa","Lynn University"
"Cesar Santalo","Lynn University"
"Alex Duque","Lynn University"
"Dezso Nemeth","Lyon Neuroscience Research Center"
"Kate Schipper","Lyon Neuroscience Research Center"
"Vivien Roussel","Léonard de Vinci Pôle Universitaire"
"Marc Teyssier","Léonard de Vinci Pôle Universitaire"
"Madalina Nicolae","Léonard de Vinci Pôle Universitaire"
"Xiao Xiao","Léonard de Vinci Pôle Universitaire, Research Center, Paris"
"Ana Rewakowicz","L’École Polytechnique"
"Steffi Kohl","Maastricht University"
"Mark Graus","Maastricht University"
"Emir Efendic","Maastricht University"
"Jos G A M Lemmink","Maastricht University"
"Beatrice de Gelder","Maastricht University"
"Alessandro Palladini","Machine Learning Innovation Centre, Music Tribe"
"Augoustinos Tsiros","Machine Learning Innovation Centre, Music Tribe"
"Dr Nigel Helyer","Macquarie University"
"Yuji Sone","Macquarie University"
"Christopher John Müller","Macquarie University"
"Mary Mainsbridge","Macquarie University"
"John Potts","Macquarie University"
"Nigel Helyer","Macquarie University"
"Julie Poitras Santos","Maine College of Art"
"Anuradha Venugopal Reddy","Malmö University"
"Anuradha Reddy","Malmö University"
"Susan Kozel","Malmö University"
"Darren O’Donnell","Mammalian Diving Reflex"
"Amay Kataria","Mana Contemporary Chicago"
"Laura Trafí-Prats","Manchester Metropolitan University"
"Daniel Cardoso","Manchester Metropolitan University"
"Maria Rita Nogueira","Manchester Metropolitan University"
"Chara Lewis","Manchester Metropolitan University"
"Adinda van ’t Klooster","Manchester Metropolitan University"
"Asmita Sarkar","Manipal Academy of Higher Education"
"Aditya Gunturu","Manipal Institute of Technology"
"Daniel Echeverri","Masaryk University"
"Hana Pokojná","Masaryk University"
"James Little","Masaryk University"
"Steven Kemper","Mason Gross School of the Arts, Rutgers University"
"Wenqiang Chen","Massachusetts Institute of Technology"
"Ali Shtarbanov","Massachusetts Institute of Technology"
"Ian Hattwick","Massachusetts Institute of Technology"
"Geoffrey Litt","Massachusetts Institute of Technology"
"Daniel Jackson","Massachusetts Institute of Technology"
"Yiyue Luo","Massachusetts Institute of Technology"
"Carlo Ratti","Massachusetts Institute of Technology"
"Abhinandan Jain","Massachusetts Institute of Technology"
"Fábio Duarte","Massachusetts Institute of Technology"
"Lei Dong","Massachusetts Institute of Technology"
"Hemant Surale","Massachusetts Institute of Technology"
"Michael Glueck","Massachusetts Institute of Technology"
"Junyi Zhu","Massachusetts Institute of Technology"
"Guangyu Du","Massachusetts Institute of Technology"
"Cedric Honnet","Massachusetts Institute of Technology"
"Christopher Collins","Massachusetts Institute of Technology"
"George Fitzmaurice","Massachusetts Institute of Technology"
"Wojciech Matusik","Massachusetts Institute of Technology"
"Hyemi Song","Massachusetts Institute of Technology"
"Cynthia Lynn Breazeal","Massachusetts Institute of Technology"
"Nisha Elizabeth Devasia","Massachusetts Institute of Technology"
"Nina Masuelli","Massachusetts Institute of Technology"
"Rem RunGu Lin","Massachusetts Institute of Technology"
"Max Addae","Massachusetts Institute of Technology"
"Yen Ling Kuo","Massachusetts Institute of Technology"
"Parastoo Abtahi","Massachusetts Institute of Technology"
"Stefanie Mueller","Massachusetts Institute of Technology"
"Jason Wu","Massachusetts Institute of Technology"
"Aakar Gupta","Massachusetts Institute of Technology"
"Safinah Arshad Ali","Massachusetts Institute of Technology"
"Reina Suyeon Mun","Massachusetts Institute of Technology"
"Zachary Gordon","Massachusetts Institute of Technology"
"Mustafa Doga Dogan","Massachusetts Institute of Technology"
"Raul Garcia-Martin","Massachusetts Institute of Technology"
"Joseph F. Coughlin","Massachusetts Institute of Technology"
"Akshay Kothakonda","Massachusetts Institute of Technology"
"Maria C. Yang","Massachusetts Institute of Technology"
"Joao Wilbert","Massachusetts Institute of Technology"
"Miranda J Cai","Massachusetts Institute of Technology"
"Akarsh Aurora","Massachusetts Institute of Technology"
"Irmandy Wicaksono","Massachusetts Institute of Technology"
"Joseph A. Paradiso","Massachusetts Institute of Technology"
"Joseph A Paradiso","Massachusetts Institute of Technology"
"Catalina Monsalve Rodriguez","Massachusetts Institute of Technology"
"Don Derek Haddad","Massachusetts Institute of Technology"
"Taejun Kim","Massachusetts Institute of Technology"
"Catherine D'Ignazio","Massachusetts Institute of Technology"
"Ticha Sethapakdi","Massachusetts Institute of Technology"
"Mackenzie Marie Leake","Massachusetts Institute of Technology"
"Angela Vujic","Massachusetts Institute of Technology"
"Shreyas Nisal","Massachusetts Institute of Technology"
"Pattie Maes","Massachusetts Institute of Technology"
"Kwan Queenie Li","Massachusetts Institute of Technology"
"Guadalupe Babio","Massachusetts Institute of Technology"
"Neil Gershenfeld","Massachusetts Institute of Technology"
"Çağatay Demiralp","Massachusetts Institute of Technology"
"Liu Yang","Massachusetts Institute of Technology"
"Rosalie Lin","Massachusetts Institute of Technology"
"Patrick Haertel","Massachusetts Institute of Technology"
"Olivier L. de Weck","Massachusetts Institute of Technology"
"Sheng-Hung Lee","Massachusetts Institute of Technology"
"Rébecca Kleinberger","Massachusetts Institute of Technology"
"Steven Vidal Acevedo Colon","Massachusetts Institute of Technology"
"Varnika Sinha","Massachusetts Institute of Technology"
"Jamison O’Keefe","Massachusetts Institute of Technology"
"Amy Karlson","Massachusetts Institute of Technology"
"Sarah Nicita","Massachusetts Institute of Technology"
"Ozgun Kilic Afsar","Massachusetts Institute of Technology"
"Jack Forman","Massachusetts Institute of Technology"
"Ahmad Taka","Massachusetts Institute of Technology"
"Hiroshi Ishii","Massachusetts Institute of Technology"
"Nikhil Singh","Massachusetts Institute of Technology"
"Don D. Haddad","Massachusetts Institute of Technology"
"Bridget Johnson","Massey University"
"Manuel Cebrián","Max Planck Institute"
"Iyad Rahwan","Max Planck Institute"
"Alessandro Adamou","Max Planck Institute for Art History"
